E_Name,Class,Direction,Time
E_18522,car,route_8,2625.0029734
E_18515,truck,route_6,2626.0186147
E_18587,bus,route_6,2630.1362756999997
E_18575,truck,route_8,2630.8611543999996
E_18642,motorcycle,route_7,2635.0808293
E_18645,car,route_8,2638.0557937
E_18629,car,route_6,2638.1277324
E_18623,car,route_6,2640.8131439
E_18699,car,route_8,2641.0325654
E_18705,car,route_7,2644.0921575999996
E_18737,car,route_6,2644.2371727
E_18752,bus,route_6,2644.5298979
E_18724,car,route_8,2644.6741312
E_18747,car,route_6,2647.0035335
E_18760,car,route_8,2647.8763870999996
E_18779,car,route_6,2651.1604350999996
E_18787,car,route_8,2651.888246
E_18859,bus,route_8,2652.8322479
E_18836,car,route_6,2656.2522952
E_18867,car,route_8,2656.4680427999997
E_18877,car,route_7,2657.1194609
E_18890,car,route_8,2657.629688
E_18893,car,route_8,2657.9911448999997
E_18901,car,route_6,2659.4473785
E_18922,car,route_8,2664.7651032
E_18932,car,route_6,2666.3165753999997
E_18957,motorcycle,route_7,2669.9502321
E_19029,motorcycle,route_7,2678.1707491999996
E_19048,car,route_6,2680.2885057999997
E_19056,car,route_6,2681.0167288999996
E_19059,car,route_6,2681.2338452999998
E_19087,car,route_6,2687.5888271
E_19103,car,route_6,2689.714673
E_19060,car,route_6,2689.9325314
E_19124,motorcycle,route_7,2692.4183605999997
E_19295,motorcycle,route_7,2709.2979987999997
E_19307,motorcycle,route_7,2710.9786583
E_19296,car,route_7,2716.4622305999997
E_19334,car,route_6,2717.1203472999996
E_19339,car,route_6,2717.6316058999996
E_19340,car,route_6,2717.7773936
E_19343,car,route_6,2718.4329000999996
E_19440,car,route_6,2731.6137756
E_19426,car,route_7,2735.4198355999997
E_19521,car,route_6,2746.5980786
E_19529,car,route_6,2747.6897363
E_19578,car,route_8,2754.6994694
E_19591,car,route_6,2757.0348815999996
E_19470,car,route_6,2764.1808659999997
E_19648,car,route_8,2766.0034345
E_19692,bus,route_8,2771.5515517
E_19790,car,route_7,2787.7462358999996
E_19760,car,route_6,2794.9774914
E_20004,car,route_7,2814.8775053
E_20048,car,route_7,2816.3407893999997
E_20039,car,route_6,2817.9474916
E_20209,car,route_7,2834.7132794
E_20338,car,route_6,2846.0212549999997
E_20345,car,route_6,2846.3111989999998
E_20352,car,route_6,2847.1870547999997
E_20361,car,route_6,2847.9174286999996
E_20363,car,route_6,2848.2082020999997
E_20401,car,route_7,2852.1451371999997
E_20429,car,route_6,2853.3139423
E_20431,bus,route_7,2853.3139715999996
E_20462,car,route_7,2857.4050349999998
E_20489,car,route_6,2861.1997739
E_20621,car,route_6,2870.3069756
E_20626,car,route_7,2870.3788047999997
E_20629,car,route_7,2871.0352616
E_20701,car,route_6,2883.358029
E_20705,car,route_6,2883.8696605
E_20706,car,route_6,2883.9427165999996
E_20711,car,route_6,2884.4546212
E_20713,car,route_6,2884.9639549
E_20762,car,route_6,2889.4059828
E_20750,car,route_7,2891.7386537999996
E_20791,car,route_7,2893.7116806999998
E_20897,car,route_6,2905.0274124999996
E_20899,car,route_6,2905.3174147
E_21000,bus,route_8,2916.3144350999996
E_21022,motorcycle,route_7,2917.7765072999996
E_21114,car,route_6,2929.8010679
E_21145,bus,route_8,2933.2898001
E_21229,car,route_7,2946.9899140999996
E_21275,car,route_7,2947.3518369
E_21278,bus,route_8,2947.7910382
E_21281,car,route_7,2948.086335
E_21292,car,route_6,2949.1092824999996
E_21299,car,route_7,2949.833879
E_21310,car,route_7,2950.7819722
E_21312,car,route_7,2951.0729386
E_21205,car,route_6,2952.6055987
E_21347,car,route_6,2953.3335101
E_21352,bus,route_8,2953.4785217
E_21375,car,route_6,2955.1583766999997
