N_Name,Class,Direction,Time
N_11018,truck,route_9,706.763424
N_11046,motorcycle,route_11,708.1049168999999
N_10941,car,route_10,708.2536683999999
N_11072,car,route_10,708.9239388999999
N_11078,car,route_10,709.0723604
N_11082,car,route_10,709.298893
N_11089,car,route_10,709.4482143
N_11105,car,route_10,710.2646550999999
N_11140,truck,route_10,711.0818608
N_11147,car,route_10,711.2316748999999
N_11151,truck,route_10,711.3106409
N_11159,bus,route_10,711.4611023
N_11185,bus,route_10,711.9797527999999
N_11203,bus,route_10,712.3573723999999
N_11027,car,route_10,712.9524367
N_11210,bus,route_10,712.9524743999999
N_11248,truck,route_10,713.3255624
N_11257,bus,route_10,713.4736935
N_11270,bus,route_10,713.9245887999999
N_11010,car,route_9,714.1470637
N_11310,car,route_10,714.8961102999999
N_11349,car,route_10,716.6094458
N_11362,car,route_10,717.2796336
N_11377,motorcycle,route_9,717.5749539
N_11219,car,route_9,717.6499491999999
N_11392,car,route_10,719.5880821999999
N_11455,car,route_10,720.4816695999999
N_11463,car,route_10,720.7777678
N_11578,car,route_9,724.7939114999999
N_11506,car,route_10,724.8676492999999
N_11584,motorcycle,route_11,725.0167248
N_11243,bus,route_10,729.0433178999999
N_11555,car,route_10,729.7181988
N_11762,car,route_9,731.05625
N_11792,car,route_10,732.1675086
N_11790,car,route_11,733.7287216999999
N_11733,car,route_10,736.4204846
N_11682,car,route_10,737.5378364999999
N_11893,car,route_10,737.9077674
N_11911,car,route_9,739.1009815
N_11917,car,route_11,739.4713881
N_11921,truck,route_9,739.6943384
N_11663,car,route_10,740.2130179
N_11834,car,route_10,742.6657313999999
N_11966,car,route_11,743.1155093
N_11825,car,route_10,744.837034
N_12007,car,route_10,744.837057
N_11936,bus,route_9,747.9092987
N_11879,bus,route_10,750.5960084999999
N_12088,car,route_10,751.4171812
N_12025,car,route_9,753.365367
N_12218,car,route_10,755.6714532
N_12139,car,route_9,756.1922327999999
N_12114,car,route_10,756.4930964
N_12256,car,route_10,757.610115
N_12257,car,route_10,757.7614308999999
N_12263,car,route_10,757.9840753
N_12266,car,route_10,758.2072621
N_12162,car,route_9,761.7192923
N_12208,car,route_10,762.6876403
N_12254,truck,route_10,762.8341154999999
N_12390,motorcycle,route_9,764.6171936999999
N_12412,car,route_10,766.986102
N_12465,bus,route_9,768.5396417999999
N_12475,car,route_10,769.2037193
N_12469,bus,route_9,770.0928387
N_12519,bus,route_9,772.1024231
N_12535,bus,route_9,772.766361
N_12496,car,route_10,775.0041659999999
N_12596,car,route_10,775.8972152
N_12599,car,route_10,776.0440057
N_12603,car,route_10,776.1907076
N_12605,car,route_10,776.412351
N_12610,car,route_10,776.5613407
N_12614,car,route_10,776.7820998999999
N_12620,car,route_10,777.0791965
N_12520,bus,route_10,777.1555083999999
N_12629,car,route_10,777.6039564
N_12634,car,route_10,778.0498683999999
N_12920,car,route_10,799.1068958999999
N_13288,car,route_10,849.4292151999999
N_13293,car,route_10,850.1690226999999
N_13400,car,route_10,864.850381
N_13588,car,route_10,877.0026882999999
N_13608,car,route_10,878.1035668999999
N_14089,car,route_10,917.3042799
N_14118,car,route_10,918.4845541
N_14130,car,route_10,919.8117717
N_14132,car,route_10,919.9584033
N_14135,car,route_10,920.1052818
N_14137,car,route_10,920.2561399
N_14168,car,route_10,924.0237764
N_14178,car,route_10,925.126549
N_14181,car,route_10,925.2736496
N_14192,car,route_10,926.9684424
N_14242,car,route_10,934.1906199
N_14245,car,route_10,934.4141533
N_14260,car,route_10,935.5136275
N_14599,car,route_10,984.7664284
N_14956,car,route_10,1028.6253476
N_14964,car,route_10,1029.1432363
N_14966,car,route_10,1029.2910335
N_14988,car,route_10,1031.8728436
N_14990,car,route_10,1032.0203182999999
N_15024,car,route_10,1035.6322867
N_15033,car,route_10,1036.5186624
N_12874,bus,route_9,1050.658087
N_15303,car,route_9,1057.9907151
N_15307,car,route_9,1058.1364346999999
N_15317,car,route_9,1058.3578323
N_15406,car,route_9,1061.3186822999999
N_15227,truck,route_10,1063.6175561
N_15366,truck,route_10,1063.6917251
N_15480,car,route_9,1063.9145145
N_15342,car,route_9,1064.3603079
N_15524,car,route_10,1065.0269753999999
N_15530,car,route_9,1065.3525405999999
N_15554,car,route_10,1066.0931579
N_15595,car,route_9,1067.42412
N_15606,car,route_9,1068.9083987
N_15662,car,route_10,1069.4274917999999
N_15694,car,route_10,1070.3175454
N_15723,car,route_10,1071.1324524
N_15805,car,route_9,1073.7342832
N_15851,car,route_9,1074.4772281
N_15856,motorcycle,route_9,1074.6241221
N_15762,truck,route_10,1074.8489459
N_15649,car,route_10,1075.1445348
N_15901,motorcycle,route_9,1075.9585737
N_15872,car,route_9,1076.9963298
