Name,Class,Direction,Time
E_10954,car,route_6,700.9802353

E_11106,car,route_6,715.0655446

E_11551,car,route_7,750.0354161

E_11591,car,route_6,753.4011886

E_11594,truck,route_8,754.7128122

E_11796,truck,route_8,767.2175379

E_11818,truck,route_8,769.4104847

E_11820,car,route_6,770.2210411

E_11854,car,route_6,773.7325086

E_12077,car,route_6,802.5126599

E_12261,bus,route_7,818.3820261

E_12742,car,route_7,860.2010906

E_12756,car,route_7,861.0737425

E_13159,car,route_7,891.2385524

E_13170,bus,route_6,892.554562

E_13208,truck,route_6,893.2840665

E_13230,bus,route_6,894.666235

E_13337,car,route_6,899.5478931

E_13399,truck,route_6,902.0965924

E_13393,truck,route_8,906.6154326

E_13486,car,route_6,906.6882711

E_13531,truck,route_6,910.8429789

E_13650,truck,route_7,912.2285959

E_13667,car,route_6,912.6651529

E_13663,car,route_7,912.9560784

E_13664,car,route_8,912.9560932

E_13699,car,route_8,913.325016

E_13753,truck,route_6,915.1550446

E_13739,truck,route_8,917.5693441

E_13777,car,route_6,919.1024347

E_13845,car,route_8,921.5093281

E_13903,car,route_6,922.3148549

E_13911,car,route_8,922.3869877

E_13905,car,route_6,922.5361345

E_13919,truck,route_6,922.9004078

E_13959,bus,route_6,924.4278611

E_13979,truck,route_8,926.1004619

E_13894,car,route_6,927.4818664000001

E_14072,car,route_7,930.8318183

E_14051,car,route_6,931.0494953

E_14057,bus,route_8,932.2932029

E_14124,motorcycle,route_6,933.0970283

E_14132,motorcycle,route_6,933.2427386

E_14133,car,route_8,933.242753

E_14108,car,route_6,934.7744735

E_14187,car,route_6,935.6471547

E_14161,car,route_8,936.9632056

E_14270,car,route_6,938.5691487

E_14332,car,route_6,940.6834807

E_14338,car,route_6,940.9022941

E_14340,bus,route_8,941.2632953

E_14346,bus,route_7,941.6268294

E_14357,car,route_6,942.3558232

E_14376,car,route_6,943.4518776

E_14360,car,route_8,943.9618869

E_14387,car,route_6,944.1812389

E_14407,car,route_6,948.7802732

E_14504,car,route_7,949.1441845

E_14448,truck,route_8,949.803871

E_14541,bus,route_6,951.7722805

E_14577,bus,route_6,953.0887629

E_14651,truck,route_8,957.7385692

E_14742,truck,route_8,960.7995788

E_14767,truck,route_6,961.2372219

E_14770,truck,route_6,961.3816028

E_14751,bus,route_7,962.1162239

E_14777,truck,route_8,964.0169096

E_14806,car,route_6,964.2348767

E_14825,car,route_7,966.4969206

E_14815,truck,route_8,966.7140867

E_14835,car,route_6,967.0075772

E_14842,car,route_7,967.4461244

E_14849,car,route_7,967.5915633

E_14878,car,route_7,969.6327767

E_14832,car,route_6,971.0068793

E_14893,truck,route_8,973.4032296

E_14970,truck,route_6,980.0148913

E_14972,bus,route_6,980.3034859

E_14975,bus,route_6,980.3760835

E_14985,bus,route_6,981.9023402

E_14964,car,route_8,983.1475697

E_15033,car,route_8,986.0560119

E_15065,bus,route_6,993.0645149

E_15075,bus,route_6,994.9570092

E_15128,bus,route_6,1000.5705517

E_15133,car,route_7,1001.3698537

E_15134,bus,route_6,1001.587531

E_15139,bus,route_6,1002.678656

E_15150,car,route_7,1003.4881349

E_15154,bus,route_6,1003.5597047

